OTU,sampleName,OTUsize,dilution,sample,readSpikeSum,inputDNA,added.lysis.buffer.ml.,WEIGHT.g.,period,lysis.batch,aliquot,lysisBufferFrac,FSL,sample2,fittedOTUsize,fittedFSL
OTU386,123545.M1.S1.C,331,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,152.569319536792,Sample 1,-0.384005089707351,-0.362651453394687
OTU389,123545.M1.S1.C,214,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,98.6399830237869,Sample 1,-0.392023522253537,-0.349035431007776
OTU390,123545.M1.S1.C,290,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,133.671005032235,Sample 1,-0.391829940991645,-0.356647918400559
OTU396,123545.M1.S1.C,154,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,70.9839130171177,Sample 1,-0.423176065943489,-0.49560359465044
OTU397,123545.M1.S1.C,251,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,115.6945595279,Sample 1,-0.391973137115064,-0.351016801661365
OTU4,123545.M1.S1.C,85930,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,39608.1015945514,Sample 1,-0.39524419607735,-0.349358546061823
OTU406,123545.M1.S1.C,156,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,71.90578201734,Sample 1,-0.392295802994577,-0.407551210366346
OTU409,123545.M1.S1.C,186,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,85.7338170206746,Sample 1,-0.391266383650884,-0.378809532131541
OTU416,123545.M1.S1.C,424,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,195.436228047129,Sample 1,-0.392157989830694,-0.336141964457728
OTU43,123545.M1.S1.C,12,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,5.53121400133385,Sample 1,-0.37253084082431,-0.848698975655927
OTU430,123545.M1.S1.C,123,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,56.6949435136719,Sample 1,-0.391603238644575,-0.365562876088584
OTU432,123545.M1.S1.C,114,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,52.5465330126715,Sample 1,-0.391224240645552,-0.380466784975387
OTU438,123545.M1.S1.C,103,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,47.4762535114488,Sample 1,-0.390847950031996,-0.523780092251524
OTU44,123545.M1.S1.C,20787,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,9581.44545381055,Sample 1,-0.398853057670841,-0.217621422044495
OTU443,123545.M1.S1.C,154,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,70.9839130171177,Sample 1,-0.392098980816394,-0.346068060339822
OTU448,123545.M1.S1.C,134,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,61.7652230148946,Sample 1,-0.391888648693559,-0.354339267055245
OTU449,123545.M1.S1.C,201,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,92.6478345223419,Sample 1,-0.391837491865239,-0.356350984030492
OTU450,123545.M1.S1.C,203,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,93.5697035225642,Sample 1,-0.377647712838601,-0.335773419728763
OTU454,123545.M1.S1.C,114,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,52.5465330126715,Sample 1,-0.391635472980034,-0.364295276787405
OTU459,123545.M1.S1.C,49,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,22.5857905054465,Sample 1,-0.391265542324435,-0.470348567088587
OTU460,123545.M1.S1.C,117,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,53.929336513005,Sample 1,-0.391648748940298,-0.3637732062152
OTU474,123545.M1.S1.C,113,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,52.0855985125604,Sample 1,-0.314400404762136,-0.330857806152377
OTU48,123545.M1.S1.C,31,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,14.2889695034458,Sample 1,-0.353197925760564,-0.538374956710062
OTU482,123545.M1.S1.C,90,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,41.4841050100038,Sample 1,-0.427695165758665,-0.490258860408937
OTU5,123545.M1.S1.C,535,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,246.599957559467,Sample 1,-0.353185941121014,-0.538846246733624
OTU50,123545.M1.S1.C,46,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,21.2029870051131,Sample 1,-0.354227404252364,-0.49789122412517
OTU501,123545.M1.S1.C,68,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,31.3435460075585,Sample 1,-0.392226065837787,-0.374019044553251
OTU506,123545.M1.S1.C,17,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,7.83588650188961,Sample 1,-0.363531027584165,-0.485532466167838
OTU51,123545.M1.S1.C,39852,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,18369.1616984297,Sample 1,-0.399480896154803,-0.193351095050343
OTU515,123545.M1.S1.C,45,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,20.7420525050019,Sample 1,-0.373568352955156,-0.536919168049685
OTU534,123545.M1.S1.C,72,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,33.1872840080031,Sample 1,-0.391513245534597,-0.369101810634384
OTU536,123545.M1.S1.C,72,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,33.1872840080031,Sample 1,-0.391526821723322,-0.368567933726572
OTU537,123545.M1.S1.C,83,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,38.2575635092258,Sample 1,-0.39200171682753,-0.349892918602121
OTU54,123545.M1.S1.C,12,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,5.53121400133385,Sample 1,-0.349422180851617,-0.605913496209772
OTU55,123545.M1.S1.C,9,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,4.14841050100038,Sample 1,-0.32759240477951,-0.59601104588924
OTU553,123545.M1.S1.C,29,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,13.3671005032235,Sample 1,-0.374071820573446,-0.503808299458777
OTU56,123545.M1.S1.C,2055,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,947.220397728421,Sample 1,-0.391562482491692,-0.477513392129795
OTU57,123545.M1.S1.C,16,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,7.37495200177846,Sample 1,-0.369346930057621,-0.579075978259915
OTU575,123545.M1.S1.C,76,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,35.0310220084477,Sample 1,-0.391308567259846,-0.377150682569974
OTU58,123545.M1.S1.C,20058,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,9245.42420322952,Sample 1,-0.399145863071949,-0.206526105350601
OTU59,123545.M1.S1.C,30996,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,14287.1257654453,Sample 1,-0.396914592531445,-0.276350684639429
OTU593,123545.M1.S1.C,102,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,47.0153190113377,Sample 1,-0.391958368553946,-0.351597568023935
OTU6,123545.M1.S1.C,768,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,353.997696085366,Sample 1,-0.354149108225808,-0.500970176649917
OTU621,123545.M1.S1.C,46,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,21.2029870051131,Sample 1,-0.378939772090816,-0.467444026583306
OTU637,123545.M1.S1.C,46,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,21.2029870051131,Sample 1,-0.391878421137506,-0.354741460639281
OTU638,123545.M1.S1.C,38,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,17.5155110042238,Sample 1,-0.309831341472515,-0.326228916310372
OTU64,123545.M1.S1.C,15,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,6.91401750166731,Sample 1,-0.363284572603016,-0.58323077470303
OTU65,123545.M1.S1.C,1150,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,530.074675127827,Sample 1,-0.389046627614897,-0.499048880349705
OTU662,123545.M1.S1.C,53,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,24.4295285058911,Sample 1,-0.31045423832903,-0.301733805467359
OTU69,123545.M1.S1.C,40,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,18.4373800044462,Sample 1,-0.386459135372505,-0.70542539819926
OTU7,123545.M1.S1.C,68,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,31.3435460075585,Sample 1,-0.382545227247287,-0.845306086609267
OTU71,123545.M1.S1.C,5531,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,2549.42872011479,Sample 1,-0.366718230084817,-0.263501562602417
OTU723,123545.M1.S1.C,24,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,11.0624280026677,Sample 1,-0.4689413901897,-0.449438365156318
OTU73,123545.M1.S1.C,184,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,84.8119480204523,Sample 1,-0.392252015400178,-0.552206269691277
OTU74,123545.M1.S1.C,12366,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,5699.91602837453,Sample 1,-0.375327721107811,-0.180854087791631
OTU75,123545.M1.S1.C,12,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,5.53121400133385,Sample 1,-0.353147626160436,-0.578171958539572
OTU77,123545.M1.S1.C,11470,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,5286.91871627493,Sample 1,-0.399063669911346,-0.209758310744558
OTU78,123545.M1.S1.C,13,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,5.992148501445,Sample 1,-0.350996542278928,-0.571517604783555
OTU789,123545.M1.S1.C,31,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,14.2889695034458,Sample 1,-0.349127595475378,-0.328718007713556
OTU79,123545.M1.S1.C,10270,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,4733.79731614155,Sample 1,-0.399205669716472,-0.204174238630776
OTU8,123545.M1.S1.C,385,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,177.459782542794,Sample 1,-0.353886438697284,-0.511299525961933
OTU80,123545.M1.S1.C,29263,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,13488.3262767527,Sample 1,-0.38412288552677,-0.232232001786203
OTU806,123545.M1.S1.C,26,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,11.98429700289,Sample 1,-0.310684329668955,-0.292685577311309
OTU81,123545.M1.S1.C,957,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,441.114316606374,Sample 1,-0.39186984521098,-0.444556296107743
OTU85,123545.M1.S1.C,3162,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,1457.47488935147,Sample 1,-0.394377785247729,-0.410269030267705
OTU851,123545.M1.S1.C,25,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,11.5233625027788,Sample 1,-0.433569811838497,-0.454428830327897
OTU877,123545.M1.S1.C,17,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,7.83588650188961,Sample 1,-0.376606392943219,-0.446364494582097
OTU88,123545.M1.S1.C,18533,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,8542.49909056001,Sample 1,-0.396634843738328,-0.295680026675462
OTU9,123545.M1.S1.C,206,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,94.9525070228977,Sample 1,-0.353030863471715,-0.54494459860221
OTU90,123545.M1.S1.C,15278,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,7042.15729269821,Sample 1,-0.375093209399877,-0.197710219609697
OTU96,123545.M1.S1.C,16557,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,7631.69251834037,Sample 1,-0.399442572215671,-0.194858165004492
OTU97,123545.M1.S1.C,13252,C,123545.M1.S1,49481,0.49,13.5,2.31,1,5,0.6,0.0444444444444444,6108.30399547301,Sample 1,-0.377488972961181,-0.247935730613409
OTU10,123545.M1.S1.D,135,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,23.4504971923579,Sample 1,-0.352170612077723,-0.659723745035489
OTU1004,123545.M1.S1.D,14,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,2.43190341254082,Sample 1,-0.309882081208877,-0.383539800105711
OTU106,123545.M1.S1.D,4654,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,808.434177283211,Sample 1,-0.382013754924652,-0.304638695774702
OTU1062,123545.M1.S1.D,34,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,5.90605114474198,Sample 1,-0.464705879957239,-0.464705879957242
OTU1068,123545.M1.S1.D,16,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,2.77931818576093,Sample 1,-0.46470587995724,-0.464705879957239
OTU108,123545.M1.S1.D,3570,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,620.135370197908,Sample 1,-0.371068010695149,-0.436777482810483
OTU1084,123545.M1.S1.D,14,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,2.43190341254082,Sample 1,-0.464705879957242,-0.46470587995724
OTU109,123545.M1.S1.D,4145,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,720.017117498691,Sample 1,-0.361034220765034,-0.292112603126793
OTU11,123545.M1.S1.D,263,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,45.6850426784453,Sample 1,-0.353006699190982,-0.626845032773471
OTU110,123545.M1.S1.D,5664,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,983.87863775937,Sample 1,-0.4270528495013,-0.351230503789747
OTU111,123545.M1.S1.D,4105,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,713.068822034289,Sample 1,-0.389550522974739,-0.308448931602407
OTU114,123545.M1.S1.D,1606,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,278.974062895754,Sample 1,-0.395015312286071,-0.426474143341139
OTU118,123545.M1.S1.D,133,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,23.1030824191377,Sample 1,-0.387997207767519,-0.621266982662553
OTU12,123545.M1.S1.D,261659,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,45452.1010730012,Sample 1,-0.400350886889253,-0.231245137136645
OTU120,123545.M1.S1.D,3477,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,603.980583243173,Sample 1,-0.426801538550005,-0.351771008280407
OTU125,123545.M1.S1.D,753,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,130.801662117374,Sample 1,-0.391164489703467,-0.493951458270214
OTU126,123545.M1.S1.D,3014,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,523.554063242716,Sample 1,-0.332163773164849,-0.321156941738098
OTU129,123545.M1.S1.D,3076,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,534.323921212539,Sample 1,-0.398661660491176,-0.435301248546168
OTU13,123545.M1.S1.D,378,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,65.661392138602,Sample 1,-0.379486427564033,-0.746815147115369
OTU130,123545.M1.S1.D,2748,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,477.34789840444,Sample 1,-0.396337315122405,-0.414161672768252
OTU136,123545.M1.S1.D,4469,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,776.29831076035,Sample 1,-0.369703020488007,-0.303465195302756
OTU139,123545.M1.S1.D,3832,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,665.646705489743,Sample 1,-0.379565978694654,-0.338008617729496
OTU143,123545.M1.S1.D,257,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,44.642798358785,Sample 1,-0.391302278217554,-0.560899419099407
OTU144,123545.M1.S1.D,261,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,45.3376279052252,Sample 1,-0.362228777601232,-0.600347132692205
OTU15,123545.M1.S1.D,575,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,99.8817473007835,Sample 1,-0.355202743551034,-0.540486674318108
OTU157,123545.M1.S1.D,211,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,36.6522585747223,Sample 1,-0.407401947212593,-0.588128862984284
OTU159,123545.M1.S1.D,32,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,5.55863637152186,Sample 1,-0.384354147432138,-0.842273861054874
OTU163,123545.M1.S1.D,1539,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,267.33566799288,Sample 1,-0.391646836004472,-0.444798617252082
OTU18,123545.M1.S1.D,110,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,19.1078125271064,Sample 1,-0.353912916439801,-0.591208487612782
OTU180,123545.M1.S1.D,1525,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,264.903764580339,Sample 1,-0.403624191616609,-0.411975070899401
OTU186,123545.M1.S1.D,730,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,126.806392225343,Sample 1,-0.39397267147864,-0.481852152403305
OTU189,123545.M1.S1.D,747,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,129.759417797714,Sample 1,-0.393342160209388,-0.469636781488172
OTU19,123545.M1.S1.D,211430,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,36726.9527509646,Sample 1,-0.400311694710332,-0.232786350191114
OTU193,123545.M1.S1.D,182,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,31.6147443630306,Sample 1,-0.390357406549611,-0.578474452935325
OTU200,123545.M1.S1.D,863,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,149.90947464448,Sample 1,-0.391079303061458,-0.46711656957558
OTU201,123545.M1.S1.D,1635,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,284.011577107445,Sample 1,-0.415108957482414,-0.429854596835748
OTU208,123545.M1.S1.D,752,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,130.627954730764,Sample 1,-0.391832910395491,-0.437481333843983
OTU21,123545.M1.S1.D,61,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,10.5961505832136,Sample 1,-0.353121982525372,-0.62231157265934
OTU215,123545.M1.S1.D,2705,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,469.878480780208,Sample 1,-0.393583054873906,-0.361052172148187
OTU218,123545.M1.S1.D,495,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,85.9851563719788,Sample 1,-0.39857656112519,-0.530608927700946
OTU22,123545.M1.S1.D,63,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,10.9435653564337,Sample 1,-0.35302395473875,-0.626166466890811
OTU225,123545.M1.S1.D,553,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,96.0601847953622,Sample 1,-0.391594545866815,-0.446854901056584
OTU229,123545.M1.S1.D,544,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,94.4968183158717,Sample 1,-0.391501949143019,-0.542002171638724
OTU231,123545.M1.S1.D,617,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,107.177457538406,Sample 1,-0.391879275714116,-0.468606580450885
OTU234,123545.M1.S1.D,576,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,100.055454687394,Sample 1,-0.391600104373561,-0.446636315527662
OTU235,123545.M1.S1.D,579,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,100.576576847224,Sample 1,-0.391705073084391,-0.442508472883991
OTU236,123545.M1.S1.D,1029,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,178.74490082175,Sample 1,-0.392444694128707,-0.446371780911806
OTU238,123545.M1.S1.D,515,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,89.45930410418,Sample 1,-0.392552403669822,-0.541760777533448
OTU25,123545.M1.S1.D,140,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,24.3190341254082,Sample 1,-0.353840401110719,-0.594060117068103
OTU256,123545.M1.S1.D,409,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,71.0463211235138,Sample 1,-0.391321662305659,-0.457585912150554
OTU257,123545.M1.S1.D,627,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,108.914531404507,Sample 1,-0.39290878465609,-0.407501787659086
OTU26,123545.M1.S1.D,54,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,9.38019887694315,Sample 1,-0.352822731013384,-0.634079490380248
OTU260,123545.M1.S1.D,232,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,40.3001136935335,Sample 1,-0.390281627708093,-0.498484758374548
OTU261,123545.M1.S1.D,455,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,79.0368609075765,Sample 1,-0.391690241137007,-0.4430917318801
OTU27,123545.M1.S1.D,186,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,32.3095739094708,Sample 1,-0.38366455553682,-0.719254566735815
OTU274,123545.M1.S1.D,701,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,121.768878013651,Sample 1,-0.395393862920351,-0.407796437275974
OTU275,123545.M1.S1.D,372,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,64.6191478189417,Sample 1,-0.391512945050815,-0.45006381279183
OTU279,123545.M1.S1.D,399,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,69.3092472574132,Sample 1,-0.39175087522101,-0.440707326511894
OTU28,123545.M1.S1.D,47,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,8.16424717067274,Sample 1,-0.352811563566174,-0.634518644719191
OTU29,123545.M1.S1.D,79,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,13.7228835421946,Sample 1,-0.353748973102876,-0.597655478262907
OTU290,123545.M1.S1.D,18,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,3.12673295898105,Sample 1,-0.466122205292739,-0.709404018795848
OTU3,123545.M1.S1.D,13947,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,2422.69692105048,Sample 1,-0.387317210906124,-0.742033503591812
OTU30,123545.M1.S1.D,58,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,10.0750284233834,Sample 1,-0.352704971448158,-0.638710327047436
OTU306,123545.M1.S1.D,125,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,21.7134233262573,Sample 1,-0.389851624548289,-0.499457715852577
OTU307,123545.M1.S1.D,343,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,59.58163360725,Sample 1,-0.391315431601254,-0.457830931520073
OTU31,123545.M1.S1.D,62,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,10.7698579698236,Sample 1,-0.352788712133217,-0.635417266019589
OTU313,123545.M1.S1.D,434,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,75.3890057887653,Sample 1,-0.391772003368,-0.439876472579898
OTU32,123545.M1.S1.D,64,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,11.1172727430437,Sample 1,-0.353068722594685,-0.624405993095141
OTU321,123545.M1.S1.D,263,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,45.6850426784453,Sample 1,-0.391549571461873,-0.448623497289799
OTU326,123545.M1.S1.D,217,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,37.6945028943826,Sample 1,-0.391268935055312,-0.459659385195387
OTU328,123545.M1.S1.D,381,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,66.1825142984322,Sample 1,-0.391348588062533,-0.456527070076993
OTU33,123545.M1.S1.D,36,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,6.2534659179621,Sample 1,-0.352465938231601,-0.648110190080141
OTU333,123545.M1.S1.D,284,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,49.3328977972565,Sample 1,-0.391941222498034,-0.433222013974877
OTU342,123545.M1.S1.D,245,D,123545.M1.S1,131298.388888889,0.343,13.5,2.31,1,5,0.6,0.0444444444444444,42.5583097194643,Sample 1,-0.391676357422175,-0.443637702100073
