OTUID sampleName readNum mtagNum soup exp soupRep PCR lib pcrRep readSpike mtagSpike readNumSpikeCorr mtagNumSpikeCorr inputCOINum inputGDNA
HAP046 F1_tag26_tag26_5 389 360 F within-spp 1 tag26_tag26 5 1 41197.9166666667 16100.1666666667 35.3044793931732 67.191851016035 6534390.872 20
HAP046 F1_tag27_tag27_5 315 291 F within-spp 1 tag27_tag27 5 2 23306.9166666667 10469.8333333333 50.5337113803842 83.5213868415607 6534390.872 20
HAP046 F1_tag28_tag28_5 223 210 F within-spp 1 tag28_tag28 5 3 18639.5833333333 9589.08333333333 44.7325986364144 65.8092101260983 6534390.872 20
HAP046 F2_tag29_tag29_5 414 382 F within-spp 2 tag29_tag29 5 1 43709.4166666667 17799.9166666667 35.4144739977846 64.4896277604296 6534390.872 20
HAP046 F2_tag31_tag31_5 296 278 F within-spp 2 tag31_tag31 5 2 46117.0833333333 21385.75 23.9985688600573 39.0629274166209 6534390.872 20
HAP046 F2_tag32_tag32_5 277 262 F within-spp 2 tag32_tag32 5 3 37461.9166666667 16921.1666666667 27.6468235519183 46.5281156736632 6534390.872 20
HAP046 F3_tag33_tag33_5 166 156 F within-spp 3 tag33_tag33 5 1 16264.1666666667 9796.66666666667 38.1620535943024 47.850969717591 6534390.872 20
HAP046 F3_tag34_tag34_5 278 257 F within-spp 3 tag34_tag34 5 2 34638.8333333333 16727.3333333333 30.0079968051272 46.1690446773744 6534390.872 20
HAP046 F3_tag35_tag35_5 1082 871 F within-spp 3 tag35_tag35 5 3 107520.75 33064.75 37.6262070344561 79.158469366924 6534390.872 20
HAP046 G1_tag36_tag36_5 590 540 G within-spp 1 tag36_tag36 5 1 64215.4166666667 24392.9166666667 34.3532770557434 66.5234101429718 5227512.698 16
HAP046 G1_tag37_tag37_5 534 486 G within-spp 1 tag37_tag37 5 2 88482.8333333333 24713.3333333333 22.5651228015981 59.0948206096574 5227512.698 16
HAP046 G1_tag38_tag38_5 326 297 G within-spp 1 tag38_tag38 5 3 63038.8333333333 22368.1666666667 19.3359225662488 39.8997831740047 5227512.698 16
HAP046 G2_tag51_tag51_5 417 378 G within-spp 2 tag51_tag51 5 1 63523.5833333333 24557.6666666667 24.5446323740658 46.253987213769 5227512.698 16
HAP046 G2_tag52_tag52_5 270 254 G within-spp 2 tag52_tag52 5 2 48798.75 18807.4166666667 20.6876200722355 40.5834577671043 5227512.698 16
HAP046 G2_tag53_tag53_5 294 280 G within-spp 2 tag53_tag53 5 3 58767.0833333333 19930.6666666667 18.7054714586539 42.2163500133797 5227512.698 16
HAP046 G3_tag54_tag54_5 155 147 G within-spp 3 tag54_tag54 5 1 44243.8333333333 16296.5 13.0988876039222 27.1061270825024 5227512.698 16
HAP046 G3_tag55_tag55_5 367 342 G within-spp 3 tag55_tag55 5 2 118403.833333333 27811.3333333333 11.5892616089288 36.9529208715871 5227512.698 16
HAP046 G3_tag56_tag56_5 248 228 G within-spp 3 tag56_tag56 5 3 73786.5833333333 22722.8333333333 12.566945887859 30.1520497003748 5227512.698 16
HAP048 A1_tag01_tag01_4 3934 3503 A within-spp 1 tag01_tag01 4 1 8862.91666666667 6642.41666666667 1659.63717737765 1584.74174810875 51295897.69 61
HAP048 A1_tag02_tag02_4 2072 1925 A within-spp 1 tag02_tag02 4 2 3739.5 3199.41666666667 2071.72295761465 1808.02490037246 51295897.69 61
HAP048 A1_tag03_tag03_4 1720 1575 A within-spp 1 tag03_tag03 4 3 4090.66666666667 3441.41666666667 1572.13494132986 1375.26939002833 51295897.69 61
HAP048 A2_tag04_tag04_4 2221 1818 A within-spp 2 tag04_tag04 4 1 8054.83333333333 4966.83333333333 1030.9734114093 1099.91409684239 51295897.69 61
HAP048 A2_tag05_tag05_4 5285 4069 A within-spp 2 tag05_tag05 4 2 20218.5 9843.33333333333 977.353166654302 1242.19556383339 51295897.69 61
HAP048 A2_tag06_tag06_4 4019 3438 A within-spp 2 tag06_tag06 4 3 11132.5 7331.83333333333 1349.83525713002 1409.08685867564 51295897.69 61
HAP048 A3_tag07_tag07_4 8018 6494 A within-spp 3 tag07_tag07 4 1 20534 13127.0833333333 1459.98353949547 1486.58079669894 51295897.69 61
HAP048 A3_tag08_tag08_4 5656 5020 A within-spp 3 tag08_tag08 4 2 13864.1666666667 10376 1525.35558093406 1453.84541249036 51295897.69 61
HAP048 A3_tag09_tag09_4 2733 2439 A within-spp 3 tag09_tag09 4 3 5023.08333333333 4038.58333333333 2034.34550491896 1814.7935538452 51295897.69 61
HAP048 B1_tag10_tag10_4 2466 2204 B within-spp 1 tag10_tag10 4 1 13509.4166666667 9230.5 682.514591673709 717.514760847191 41036718.16 48.8
HAP048 B1_tag11_tag11_4 2099 1909 B within-spp 1 tag11_tag11 4 2 8899.83333333333 6538.83333333333 881.832356411169 877.304055259603 41036718.16 48.8
HAP048 B1_tag12_tag12_4 3666 3163 B within-spp 1 tag12_tag12 4 3 25193.0833333333 13387.5833333333 544.084811638115 709.972424697014 41036718.16 48.8
HAP048 B2_tag26_tag26_4 2125 1817 B within-spp 2 tag26_tag26 4 1 6644.41666666667 4447 1195.79722323254 1227.81313244884 41036718.16 48.8
HAP048 B2_tag27_tag27_4 5772 4230 B within-spp 2 tag27_tag27 4 2 25910.1666666667 11220.6666666667 832.935900322267 1132.83375913493 41036718.16 48.8
HAP048 B2_tag28_tag28_4 967 878 B within-spp 2 tag28_tag28 4 3 4064.83333333333 3005.08333333333 889.486161794252 877.975652366823 41036718.16 48.8
HAP048 B3_tag29_tag29_4 2864 2452 B within-spp 3 tag29_tag29 4 1 11664.5 7126.33333333333 918.041579150414 1033.94826699097 41036718.16 48.8
HAP048 B3_tag31_tag31_4 1624 1501 B within-spp 3 tag31_tag31 4 2 9583.58333333333 6830.16666666667 633.597662669669 660.379932163686 41036718.16 48.8
HAP048 B3_tag32_tag32_4 2957 2526 B within-spp 3 tag32_tag32 4 3 14251.5 8574.16666666667 775.79363575764 885.290698804549 41036718.16 48.8
HAP048 C1_tag33_tag33_4 2427 2083 C within-spp 1 tag33_tag33 4 1 18745.25 10774 484.098798362252 580.974104325227 32795737.87 39
HAP048 C1_tag34_tag34_4 9585 4266 C within-spp 1 tag34_tag34 4 2 15205.6666666667 5962.91666666667 2356.90521077668 2149.84221927189 32795737.87 39
HAP048 C1_tag35_tag35_4 1846 1635 C within-spp 1 tag35_tag35 4 3 16927.5833333333 10320.9166666667 407.748339741349 476.040564872306 32795737.87 39
HAP048 C2_tag36_tag36_4 2087 1834 C within-spp 2 tag36_tag36 4 1 13507.25 8229.08333333333 577.711451257658 669.718579428652 32795737.87 39
HAP048 C2_tag37_tag37_4 8353 5507 C within-spp 2 tag37_tag37 4 2 94891.1666666667 24582 329.13355475659 673.197258156375 32795737.87 39
HAP048 C2_tag38_tag38_4 1379 1229 C within-spp 2 tag38_tag38 4 3 12973 7707.41666666667 397.447082401912 479.167684805761 32795737.87 39
HAP048 C3_tag51_tag51_4 2457 2111 C within-spp 3 tag51_tag51 4 1 18703.1666666667 10617.25 491.18543205696 597.476276813676 32795737.87 39
HAP048 C3_tag52_tag52_4 2883 2168 C within-spp 3 tag52_tag52 4 2 33934 14067.0833333333 317.661843578712 463.126566156216 32795737.87 39
HAP048 C3_tag53_tag53_4 1058 950 C within-spp 3 tag53_tag53 4 3 12809.8333333333 7245.83333333333 308.814478460558 393.985048878666 32795737.87 39
HAP048 D1_tag54_tag54_4 2601 2186 D within-spp 1 tag54_tag54 4 1 43969.8333333333 15788.75 221.177527016629 416.051302351358 26236590.3 31.2
HAP048 D1_tag55_tag55_4 1212 1066 D within-spp 1 tag55_tag55 4 2 20732.5833333333 9532.58333333333 218.577102869477 336.040073082673 26236590.3 31.2
HAP048 D1_tag56_tag56_4 2782 2277 D within-spp 1 tag56_tag56 4 3 42170.9166666667 15970.3333333333 246.660467028027 428.443468097097 26236590.3 31.2
HAP048 D2_tag61_tag61_4 6672 4476 D within-spp 2 tag61_tag61 4 1 61743.0833333333 19059.3333333333 404.038908541712 705.710937773269 26236590.3 31.2
HAP048 D2_tag62_tag62_4 7476 5198 D within-spp 2 tag62_tag62 4 2 90701 22888.75 308.185841390944 682.430888536945 26236590.3 31.2
HAP048 D2_tag63_tag63_4 17903 10587 D within-spp 2 tag63_tag63 4 3 133652.333333333 33851.75 500.846602004704 939.801782773416 26236590.3 31.2
HAP048 D3_tag01_tag01_5 2394 2142 D within-spp 3 tag01_tag01 5 1 41403.0833333333 20631.75 216.19563760348 311.980806281581 26236590.3 31.2
HAP048 D3_tag02_tag02_5 3243 2796 D within-spp 3 tag02_tag02 5 2 33380.75 18693.1666666667 363.250586041356 449.467987410729 26236590.3 31.2
HAP048 D3_tag03_tag03_5 3364 2770 D within-spp 3 tag03_tag03 5 3 51767 24337.0833333333 242.973245503892 342.023318324231 26236590.3 31.2
HAP048 E1_tag04_tag04_5 2080 1723 E within-spp 1 tag04_tag04 5 1 18882.0833333333 9474.66666666667 411.878279674294 546.469356881509 21022908.89 25
HAP048 E1_tag05_tag05_5 10702 7038 E within-spp 1 tag05_tag05 5 2 106577.083333333 27111.25 375.453866333053 780.089077412513 21022908.89 25
HAP048 E1_tag06_tag06_5 3242 2785 E within-spp 1 tag06_tag06 5 3 23044 12535.5 526.030116299254 667.617964979458 21022908.89 25
HAP048 E2_tag07_tag07_5 2244 1986 E within-spp 2 tag07_tag07 5 1 53469.3333333333 26345.5 156.918283377388 226.525592605948 21022908.89 25
HAP048 E2_tag08_tag08_5 5865 4701 E within-spp 2 tag08_tag08 5 2 85651.75 36773.5833333333 256.027868665847 384.148177020189 21022908.89 25
HAP048 E2_tag09_tag09_5 5607 4322 E within-spp 2 tag09_tag09 5 3 71253.6666666667 27239.4166666667 294.2244796759 476.794718438048 21022908.89 25
HAP048 E3_tag10_tag10_5 5135 3884 E within-spp 3 tag10_tag10 5 1 95299.0833333333 33571.1666666667 201.468517098363 347.662031405919 21022908.89 25
HAP048 E3_tag11_tag11_5 3956 3391 E within-spp 3 tag11_tag11 5 2 55053.8333333333 24044.5 268.673098754855 423.795670527564 21022908.89 25
HAP048 E3_tag12_tag12_5 3950 3297 E within-spp 3 tag12_tag12 5 3 87549.75 28992.5833333333 168.693228707107 341.72480893102 21022908.89 25
HAP048 F1_tag26_tag26_5 2329 1996 F within-spp 1 tag26_tag26 5 1 41197.9166666667 16100.1666666667 211.373091276865 372.541485077794 16818327.11 20
HAP048 F1_tag27_tag27_5 1703 1461 F within-spp 1 tag27_tag27 5 2 23306.9166666667 10469.8333333333 273.20289041522 419.329024658145 16818327.11 20
HAP048 F1_tag28_tag28_5 1107 981 F within-spp 1 tag28_tag28 5 3 18639.5833333333 9589.08333333333 222.058236280317 307.423024446202 16818327.11 20
HAP048 F2_tag29_tag29_5 3284 2748 F within-spp 2 tag29_tag29 5 1 43709.4166666667 17799.9166666667 280.920610166002 463.920149438902 16818327.11 20
HAP048 F2_tag31_tag31_5 1409 1280 F within-spp 2 tag31_tag31 5 2 46117.0833333333 21385.75 114.236430823719 179.858083069334 16818327.11 20
HAP048 F2_tag32_tag32_5 1242 1108 F within-spp 2 tag32_tag32 5 3 37461.9166666667 16921.1666666667 123.961569860948 196.767756360377 16818327.11 20
HAP048 F3_tag33_tag33_5 646 605 F within-spp 3 tag33_tag33 5 1 16264.1666666667 9796.66666666667 148.510160373008 185.57587614835 16818327.11 20
HAP048 F3_tag34_tag34_5 2100 1828 F within-spp 3 tag34_tag34 5 2 34638.8333333333 16727.3333333333 226.679112556716 328.393049300546 16818327.11 20
HAP048 F3_tag35_tag35_5 5086 3394 F within-spp 3 tag35_tag35 5 3 107520.75 33064.75 176.86403787176 308.454471907394 16818327.11 20
HAP048 G1_tag36_tag36_5 3171 2597 G within-spp 1 tag36_tag36 5 1 64215.4166666667 24392.9166666667 184.634307701292 319.928326187589 13454661.69 16
HAP048 G1_tag37_tag37_5 3954 3012 G within-spp 1 tag37_tag37 5 2 88482.8333333333 24713.3333333333 167.08332501408 366.241974642568 13454661.69 16
HAP048 G1_tag38_tag38_5 1839 1572 G within-spp 1 tag38_tag38 5 3 63038.8333333333 22368.1666666667 109.075955826171 211.186731143217 13454661.69 16
HAP048 G2_tag51_tag51_5 2095 1800 G within-spp 2 tag51_tag51 5 1 63523.5833333333 24557.6666666667 123.311762167069 220.257081970328 13454661.69 16
HAP048 G2_tag52_tag52_5 1384 1226 G within-spp 2 tag52_tag52 5 2 48798.75 18807.4166666667 106.043208073977 195.887083553031 13454661.69 16
HAP048 G2_tag53_tag53_5 1717 1501 G within-spp 2 tag53_tag53 5 3 58767.0833333333 19930.6666666667 109.242498280642 226.309790607439 13454661.69 16
HAP048 G3_tag54_tag54_5 1184 1043 G within-spp 3 tag54_tag54 5 1 44243.8333333333 16296.5 100.058599503509 192.324425490136 13454661.69 16
HAP048 G3_tag55_tag55_5 3149 2459 G within-spp 3 tag55_tag55 5 2 118403.833333333 27811.3333333333 99.4402855763397 265.693662056236 13454661.69 16
HAP048 G3_tag56_tag56_5 2281 1871 G within-spp 3 tag56_tag56 5 3 73786.5833333333 22722.8333333333 115.585498266961 247.4319517079 13454661.69 16
HAP053 A1_tag01_tag01_4 2740 2485 A within-spp 1 tag01_tag01 4 1 8862.91666666667 6642.41666666667 1155.92421606883 1124.20303855274 39400315.99 61
HAP053 A1_tag02_tag02_4 1360 1265 A within-spp 1 tag02_tag02 4 2 3739.5 3199.41666666667 1359.81815750769 1188.13064881619 39400315.99 61
HAP053 A1_tag03_tag03_4 1194 1098 A within-spp 1 tag03_tag03 4 3 4090.66666666667 3441.41666666667 1091.35413950456 958.759231905465 39400315.99 61
HAP053 A2_tag04_tag04_4 5982 4368 A within-spp 2 tag04_tag04 4 1 8054.83333333333 4966.83333333333 2776.80456868547 2642.69789604376 39400315.99 61
HAP053 A2_tag05_tag05_4 3519 2787 A within-spp 2 tag05_tag05 4 2 20218.5 9843.33333333333 650.767415980414 850.8230612936 39400315.99 61
HAP053 A2_tag06_tag06_4 6569 5368 A within-spp 2 tag06_tag06 4 3 11132.5 7331.83333333333 2206.28708735684 2200.1100225046 39400315.99 61
HAP053 A3_tag07_tag07_4 20866 14618 A within-spp 3 tag07_tag07 4 1 20534 13127.0833333333 3799.45329697088 3346.29474686558 39400315.99 61
HAP053 A3_tag08_tag08_4 10073 8430 A within-spp 3 tag08_tag08 4 2 13864.1666666667 10376 2716.56767446054 2441.41769468003 39400315.99 61
HAP053 A3_tag09_tag09_4 6765 5626 A within-spp 3 tag09_tag09 4 3 5023.08333333333 4038.58333333333 5035.61922457986 4186.15356044818 39400315.99 61
HAP053 B1_tag10_tag10_4 1980 1763 B within-spp 1 tag10_tag10 4 1 13509.4166666667 9230.5 548.004416672321 573.946698445371 31520252.8 48.8
HAP053 B1_tag11_tag11_4 2690 2407 B within-spp 1 tag11_tag11 4 2 8899.83333333333 6538.83333333333 1130.12341055076 1106.16598271863 31520252.8 48.8
HAP053 B1_tag12_tag12_4 2614 2317 B within-spp 1 tag12_tag12 4 3 25193.0833333333 13387.5833333333 387.953545450636 520.077808417003 31520252.8 48.8
HAP053 B2_tag26_tag26_4 7645 5699 B within-spp 2 tag26_tag26 4 1 6644.41666666667 4447 4302.05636311189 3851.02203732854 31520252.8 48.8
HAP053 B2_tag27_tag27_4 10168 6733 B within-spp 2 tag27_tag27 4 2 25910.1666666667 11220.6666666667 1467.30634692945 1803.16068563959 31520252.8 48.8
HAP053 B2_tag28_tag28_4 2693 2264 B within-spp 2 tag28_tag28 4 3 4064.83333333333 3005.08333333333 2477.13157571036 2263.93721749258 31520252.8 48.8
HAP053 B3_tag29_tag29_4 4177 3368 B within-spp 3 tag29_tag29 4 1 11664.5 7126.33333333333 1338.91748467573 1420.20300294682 31520252.8 48.8
HAP053 B3_tag31_tag31_4 3253 2846 B within-spp 3 tag31_tag31 4 2 9583.58333333333 6830.16666666667 1269.14605705938 1252.12610722042 31520252.8 48.8
HAP053 B3_tag32_tag32_4 5756 4598 B within-spp 3 tag32_tag32 4 3 14251.5 8574.16666666667 1510.13465249272 1611.46739236077 31520252.8 48.8
HAP053 C1_tag33_tag33_4 3803 3154 C within-spp 1 tag33_tag33 4 1 18745.25 10774 758.561075472453 879.689066270652 25190365.96 39
HAP053 C1_tag34_tag34_4 1221 396 C within-spp 1 tag34_tag34 4 2 15205.6666666667 5962.91666666667 300.238003375934 199.563412759416 25190365.96 39
HAP053 C1_tag35_tag35_4 2789 2430 C within-spp 1 tag35_tag35 4 3 16927.5833333333 10320.9166666667 616.040151429373 707.509830360675 25190365.96 39
HAP053 C2_tag36_tag36_4 2961 2514 C within-spp 2 tag36_tag36 4 1 13507.25 8229.08333333333 819.647152455163 918.032992739167 25190365.96 39
HAP053 C2_tag37_tag37_4 11780 6982 C within-spp 2 tag37_tag37 4 2 94891.1666666667 24582 464.167757097166 853.50703766984 25190365.96 39
HAP053 C2_tag38_tag38_4 2666 2251 C within-spp 2 tag38_tag38 4 3 12973 7707.41666666667 768.37847837817 877.629339705262 25190365.96 39
HAP053 C3_tag51_tag51_4 5601 4441 C within-spp 3 tag51_tag51 4 1 18703.1666666667 10617.25 1119.71086892594 1256.93611810968 25190365.96 39
HAP053 C3_tag52_tag52_4 7366 4717 C within-spp 3 tag52_tag52 4 2 33934 14067.0833333333 811.618848352685 1007.6420722135 25190365.96 39
HAP053 C3_tag53_tag53_4 2316 1974 C within-spp 3 tag53_tag53 4 3 12809.8333333333 7245.83333333333 676.005984985493 818.659459459459 25190365.96 39
HAP053 D1_tag54_tag54_4 5662 4164 D within-spp 1 tag54_tag54 4 1 43969.8333333333 15788.75 481.471417903942 792.514923600665 20152292.77 31.2
HAP053 D1_tag55_tag55_4 1953 1608 D within-spp 1 tag55_tag55 4 2 20732.5833333333 9532.58333333333 352.212113782251 506.897220935213 20152292.77 31.2
HAP053 D1_tag56_tag56_4 4191 3232 D within-spp 1 tag56_tag56 4 3 42170.9166666667 15970.3333333333 371.586634548692 608.137588445242 20152292.77 31.2
HAP053 D2_tag61_tag61_4 10284 6178 D within-spp 2 tag61_tag61 4 1 61743.0833333333 19059.3333333333 622.772202554402 974.057679527091 20152292.77 31.2
HAP053 D2_tag62_tag62_4 8276 5500 D within-spp 2 tag62_tag62 4 2 90701 22888.75 341.164529608273 722.079624269565 20152292.77 31.2
HAP053 D2_tag63_tag63_4 13578 7937 D within-spp 2 tag63_tag63 4 3 133652.333333333 33851.75 379.852268447739 704.562836485558 20152292.77 31.2
HAP053 D3_tag01_tag01_5 2729 2390 D within-spp 3 tag01_tag01 5 1 41403.0833333333 20631.75 246.448577702546 348.101833339392 20152292.77 31.2
HAP053 D3_tag02_tag02_5 2949 2476 D within-spp 3 tag02_tag02 5 2 33380.75 18693.1666666667 330.319450581548 398.026729910217 20152292.77 31.2
HAP053 D3_tag03_tag03_5 3785 3061 D within-spp 3 tag03_tag03 5 3 51767 24337.0833333333 273.381014932293 377.954287866596 20152292.77 31.2
HAP053 E1_tag04_tag04_5 6839 4959 E within-spp 1 tag04_tag04 5 1 18882.0833333333 9474.66666666667 1354.24786283293 1572.80414438503 16147670.49 25
HAP053 E1_tag05_tag05_5 8073 5431 E within-spp 1 tag05_tag05 5 2 106577.083333333 27111.25 283.221740133315 601.96984646595 16147670.49 25
HAP053 E1_tag06_tag06_5 9924 7500 E within-spp 1 tag06_tag06 5 3 23044 12535.5 1610.21680263843 1797.89398109369 16147670.49 25
HAP053 E2_tag07_tag07_5 2880 2495 E within-spp 2 tag07_tag07 5 1 53469.3333333333 26345.5 201.392449254401 284.582756068399 16147670.49 25
HAP053 E2_tag08_tag08_5 5672 4357 E within-spp 2 tag08_tag08 5 2 85651.75 36773.5833333333 247.602740165846 356.037780743876 16147670.49 25
HAP053 E2_tag09_tag09_5 8033 5712 E within-spp 2 tag09_tag09 5 3 71253.6666666667 27239.4166666667 421.527598579722 630.136842137466 16147670.49 25
HAP053 E3_tag10_tag10_5 6313 4536 E within-spp 3 tag10_tag10 5 1 95299.0833333333 33571.1666666667 247.686611186362 406.023422877767 16147670.49 25
HAP053 E3_tag11_tag11_5 8842 6898 E within-spp 3 tag11_tag11 5 2 55053.8333333333 24044.5 600.50746693388 862.088627336813 16147670.49 25
HAP053 E3_tag12_tag12_5 8555 6602 E within-spp 3 tag12_tag12 5 3 87549.75 28992.5833333333 365.359638377037 684.278795439064 16147670.49 25
HAP053 F1_tag26_tag26_5 4673 3668 F within-spp 1 tag26_tag26 5 1 41197.9166666667 16100.1666666667 424.107537800253 684.610304241157 12918136.39 20
HAP053 F1_tag27_tag27_5 1290 1101 F within-spp 1 tag27_tag27 5 2 23306.9166666667 10469.8333333333 206.947579938716 316.003597637657 12918136.39 20
HAP053 F1_tag28_tag28_5 1595 1388 F within-spp 1 tag28_tag28 5 3 18639.5833333333 9589.08333333333 319.948407287359 434.967541214402 12918136.39 20
HAP053 F2_tag29_tag29_5 4812 3876 F within-spp 2 tag29_tag29 5 1 43709.4166666667 17799.9166666667 411.629103568453 654.350254448757 12918136.39 20
HAP053 F2_tag31_tag31_5 2664 2338 F within-spp 2 tag31_tag31 5 2 46117.0833333333 21385.75 215.987119740516 328.52202985633 12918136.39 20
HAP053 F2_tag32_tag32_5 2381 2028 F within-spp 2 tag32_tag32 5 3 37461.9166666667 16921.1666666667 237.642912913781 360.148925901484 12918136.39 20
HAP053 F3_tag33_tag33_5 1234 1106 F within-spp 3 tag33_tag33 5 1 16264.1666666667 9796.66666666667 283.686591176923 339.251105818306 12918136.39 20
HAP053 F3_tag34_tag34_5 584 521 F within-spp 3 tag34_tag34 5 2 34638.8333333333 16727.3333333333 63.0383817776773 93.5956119724204 12918136.39 20
HAP053 F3_tag35_tag35_5 3857 2584 F within-spp 3 tag35_tag35 5 3 107520.75 33064.75 134.125952432437 234.839821864675 12918136.39 20
HAP053 G1_tag36_tag36_5 6549 4884 G within-spp 1 tag36_tag36 5 1 64215.4166666667 24392.9166666667 381.321375318751 601.667287293101 10334509.11 16
HAP053 G1_tag37_tag37_5 4145 3095 G within-spp 1 tag37_tag37 5 2 88482.8333333333 24713.3333333333 175.154370810157 376.334299973024 10334509.11 16
HAP053 G1_tag38_tag38_5 2958 2437 G within-spp 1 tag38_tag38 5 3 63038.8333333333 22368.1666666667 175.446806598049 327.393170353702 10334509.11 16
HAP053 G2_tag51_tag51_5 4947 3939 G within-spp 2 tag51_tag51 5 1 63523.5833333333 24557.6666666667 291.180566797371 481.995914378402 10334509.11 16
HAP053 G2_tag52_tag52_5 2910 2408 G within-spp 2 tag52_tag52 5 2 48798.75 18807.4166666667 222.966571889649 384.743961823571 10334509.11 16
HAP053 G2_tag53_tag53_5 3473 2749 G within-spp 2 tag53_tag53 5 3 58767.0833333333 19930.6666666667 220.966334611921 414.474093524217 10334509.11 16
HAP053 G3_tag54_tag54_5 4395 3420 G within-spp 3 tag54_tag54 5 1 44243.8333333333 16296.5 371.416845285407 630.632344368423 10334509.11 16
HAP053 G3_tag55_tag55_5 5928 4157 G within-spp 3 tag55_tag55 5 2 118403.833333333 27811.3333333333 187.196574435231 449.161672699379 10334509.11 16
HAP053 G3_tag56_tag56_5 4487 3367 G within-spp 3 tag56_tag56 5 3 73786.5833333333 22722.8333333333 227.370508866223 445.271716408605 10334509.11 16
HAP054 A1_tag01_tag01_4 138 130 A within-spp 1 tag01_tag01 4 1 8862.91666666667 6642.41666666667 58.2180809552912 58.811426564127 66865470.65 61
HAP054 A1_tag02_tag02_4 65 59 A within-spp 1 tag02_tag02 4 2 3739.5 3199.41666666667 64.9913089985292 55.4147891542729 66865470.65 61
HAP054 A1_tag03_tag03_4 98 95 A within-spp 1 tag03_tag03 4 3 4090.66666666667 3441.41666666667 89.5751303780965 82.9527568588517 66865470.65 61
HAP054 A2_tag04_tag04_4 42 38 A within-spp 2 tag04_tag04 4 1 8054.83333333333 4966.83333333333 19.4961203418238 22.9905036743733 66865470.65 61
HAP054 A2_tag05_tag05_4 85 78 A within-spp 2 tag05_tag05 4 2 20218.5 9843.33333333333 15.7190197096718 23.8120555367423 66865470.65 61
HAP054 A2_tag06_tag06_4 52 46 A within-spp 2 tag06_tag06 4 3 11132.5 7331.83333333333 17.4649000673703 18.853401832193 66865470.65 61
HAP054 A3_tag07_tag07_4 132 105 A within-spp 3 tag07_tag07 4 1 20534 13127.0833333333 24.0356481932405 24.0361847325821 66865470.65 61
HAP054 A3_tag08_tag08_4 75 62 A within-spp 3 tag08_tag08 4 2 13864.1666666667 10376 20.2266033539701 17.9558596761758 66865470.65 61
HAP054 A3_tag09_tag09_4 37 34 A within-spp 3 tag09_tag09 4 3 5023.08333333333 4038.58333333333 27.5414503044279 25.2984751253534 66865470.65 61
HAP054 B1_tag10_tag10_4 57 54 B within-spp 1 tag10_tag10 4 1 13509.4166666667 9230.5 15.775884722385 17.57976274308 53492376.52 48.8
HAP054 B1_tag11_tag11_4 43 43 B within-spp 1 tag11_tag11 4 2 8899.83333333333 6538.83333333333 18.0651697597333 19.7611704432493 53492376.52 48.8
HAP054 B1_tag12_tag12_4 22 19 B within-spp 1 tag12_tag12 4 3 25193.0833333333 13387.5833333333 3.26510252483321 4.26477270605225 53492376.52 48.8
HAP054 B2_tag26_tag26_4 62 55 B within-spp 2 tag26_tag26 4 1 6644.41666666667 4447 34.8891425131376 37.16550483472 53492376.52 48.8
HAP054 B2_tag27_tag27_4 53 50 B within-spp 2 tag27_tag27 4 2 25910.1666666667 11220.6666666667 7.64823331896746 13.3904699661339 53492376.52 48.8
HAP054 B2_tag28_tag28_4 17 17 B within-spp 2 tag28_tag28 4 3 4064.83333333333 3005.08333333333 15.6372955020706 16.9995285765786 53492376.52 48.8
HAP054 B3_tag29_tag29_4 44 41 B within-spp 3 tag29_tag29 4 1 11664.5 7126.33333333333 14.1039907411376 17.2886945133075 53492376.52 48.8
HAP054 B3_tag31_tag31_4 20 19 B within-spp 3 tag31_tag31 4 2 9583.58333333333 6830.16666666667 7.80292688016834 8.35923964764159 53492376.52 48.8
HAP054 B3_tag32_tag32_4 76 68 B within-spp 3 tag32_tag32 4 3 14251.5 8574.16666666667 19.9392344665474 23.8320536495286 53492376.52 48.8
HAP054 C1_tag33_tag33_4 32 29 C within-spp 1 tag33_tag33 4 1 18745.25 10774 6.38284365372561 8.08845368479673 42750055 39
HAP054 C1_tag34_tag34_4 136 45 C within-spp 1 tag34_tag34 4 2 15205.6666666667 5962.91666666667 33.4417432097683 22.6776605408427 42750055 39
HAP054 C1_tag35_tag35_4 22 22 C within-spp 1 tag35_tag35 4 3 16927.5833333333 10320.9166666667 4.85940599908434 6.40543879338883 42750055 39
HAP054 C2_tag36_tag36_4 37 34 C within-spp 2 tag36_tag36 4 1 13507.25 8229.08333333333 10.2421292268967 12.4157206655257 42750055 39
HAP054 C2_tag37_tag37_4 109 92 C within-spp 2 tag37_tag37 4 2 94891.1666666667 24582 4.29493085938804 11.2464404849077 42750055 39
HAP054 C2_tag38_tag38_4 17 17 C within-spp 2 tag38_tag38 4 3 12973 7707.41666666667 4.89963770908811 6.62803144157684 42750055 39
HAP054 C3_tag51_tag51_4 71 61 C within-spp 3 tag51_tag51 4 1 18703.1666666667 10617.25 14.1937996239496 17.2648284631143 42750055 39
HAP054 C3_tag52_tag52_4 97 65 C within-spp 3 tag52_tag52 4 2 33934 14067.0833333333 10.6878941474627 13.8852522140932 42750055 39
HAP054 C3_tag53_tag53_4 17 17 C within-spp 3 tag53_tag53 4 3 12809.8333333333 7245.83333333333 4.9620473854721 7.05025876940771 42750055 39
HAP054 D1_tag54_tag54_4 35 31 D within-spp 1 tag54_tag54 4 1 43969.8333333333 15788.75 2.97624507711727 5.90008708732484 34200044 31.2
