OTUID	A1_tag01_tag01_4	A1_tag02_tag02_4	A1_tag03_tag03_4	A2_tag04_tag04_4	A2_tag05_tag05_4	A2_tag06_tag06_4	A3_tag07_tag07_4	A3_tag08_tag08_4	A3_tag09_tag09_4	B1_tag10_tag10_4	B1_tag11_tag11_4	B1_tag12_tag12_4	B2_tag26_tag26_4	B2_tag27_tag27_4	B2_tag28_tag28_4	B3_tag29_tag29_4	B3_tag31_tag31_4	B3_tag32_tag32_4	C1_tag33_tag33_4	C1_tag34_tag34_4	C1_tag35_tag35_4	C2_tag36_tag36_4	C2_tag37_tag37_4	C2_tag38_tag38_4	C3_tag51_tag51_4	C3_tag52_tag52_4	C3_tag53_tag53_4	D1_tag54_tag54_4	D1_tag55_tag55_4	D1_tag56_tag56_4	D2_tag61_tag61_4	D2_tag62_tag62_4	D2_tag63_tag63_4	D3_tag01_tag01_5	D3_tag02_tag02_5	D3_tag03_tag03_5	E1_tag04_tag04_5	E1_tag05_tag05_5	E1_tag06_tag06_5	E2_tag07_tag07_5	E2_tag08_tag08_5	E2_tag09_tag09_5	E3_tag10_tag10_5	E3_tag11_tag11_5	E3_tag12_tag12_5	F1_tag26_tag26_5	F1_tag27_tag27_5	F1_tag28_tag28_5	F2_tag29_tag29_5	F2_tag31_tag31_5	F2_tag32_tag32_5	F3_tag33_tag33_5	F3_tag34_tag34_5	F3_tag35_tag35_5	G1_tag36_tag36_5	G1_tag37_tag37_5	G1_tag38_tag38_5	G2_tag51_tag51_5	G2_tag52_tag52_5	G2_tag53_tag53_5	G3_tag54_tag54_5	G3_tag55_tag55_5	G3_tag56_tag56_5	NC_tag61_tag61_5	NC_tag62_tag62_5	NC_tag63_tag63_5	PNC55_tag76_tag76_1	PNC55_tag77_tag77_1	PNC55_tag78_tag78_1	PNC56_tag76_tag76_2	PNC56_tag77_tag77_2	PNC56_tag78_tag78_2	PNC57_tag85_tag85_3	PNC57_tag86_tag86_3	PNC57_tag87_tag87_3	PNC58_tag64_tag64_4	PNC58_tag65_tag65_4	PNC58_tag66_tag66_4	PNC59_tag64_tag64_5	PNC59_tag65_tag65_5	PNC59_tag66_tag66_5
HAP192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP193	1318	635	519	2470	2294	2357	1145	753	497	1342	1969	2974	4389	12760	2744	1604	858	1407	3224	1994	2488	4728	16524	4529	3317	4266	1675	3264	1635	3204	4240	4140	5730	1701	1548	1817	3160	5318	3048	557	1854	2936	1861	2996	2481	1421	1092	673	1275	640	663	615	1049	1535	3135	1602	1047	1386	757	693	1480	1855	1755	12	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP194	2483	1356	1007	4691	3947	4051	7078	2922	1919	2454	2931	3841	3922	7578	1624	3193	2298	3509	4484	857	3369	2335	10499	2336	3583	4380	1774	4496	2310	3862	6598	6838	10094	3488	3929	3889	5753	8942	4481	2591	6172	7061	7238	8820	9110	2983	1879	1496	2602	2231	1714	1218	526	5055	2858	3753	2469	2190	1654	1918	1327	2910	1883	21	26	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP198	1030	279	663	357	1444	206	916	679	393	571	393	163	1413	682	275	972	771	1297	286	518	264	567	1013	250	485	1296	631	693	385	1184	765	452	1519	783	697	1829	319	2355	254	312	1303	1475	1710	1062	708	723	202	209	909	804	486	104	99	659	830	508	369	256	373	778	322	919	1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP002	4	7	5	0	0	0	39	12	11	4	21	10	9	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	23	13	22	12	14	8	12	8	20	15	5	14	13	0	0	0	14	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP207	1187	759	590	1743	2117	1994	3404	1737	1366	1283	1595	1270	2259	3103	937	2488	1267	2641	2080	611	1885	1738	4194	1504	2754	3371	1139	2688	1213	2232	4813	3617	5204	2590	3109	3500	2360	3949	2931	1535	3786	6547	5393	5943	5000	2281	1151	905	3290	1325	1194	673	463	2819	1872	1864	1560	1186	1378	1638	871	2449	1500	23	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP021	0	0	0	0	0	0	0	0	0	21	30	17	104	104	23	42	36	67	39	1	37	72	110	30	48	53	117	84	22	125	40	80	85	36	46	186	83	136	63	13	43	70	15	71	62	72	12	21	61	23	23	0	0	0	72	57	31	27	16	199	17	33	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP210	5320	2205	2461	880	2916	565	1022	719	614	791	749	242	2744	1172	386	1896	621	1447	397	633	260	735	1388	662	487	778	370	425	282	728	1556	435	1529	719	895	1119	462	2676	309	219	1035	1802	1400	1272	623	658	179	154	1261	488	416	113	123	404	771	460	596	163	153	297	134	507	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP022	1751	1028	634	2792	2589	4782	4133	2559	1605	2251	3061	2685	3048	5846	1610	3227	2487	3700	2914	831	1903	1505	5729	1718	3580	3626	1436	3390	1358	2538	5578	4323	5946	2709	3254	2581	3761	4424	6054	1445	3750	4734	4562	5715	5221	2235	1027	979	2321	1067	854	823	416	2793	2074	2614	2112	2078	1909	2339	1321	3163	1806	23	19	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP222	11674	5473	5651	7155	10031	8059	2611	1711	884	4915	4359	3796	3574	4729	1234	1636	1054	1621	1620	488	1296	2321	7568	2057	1396	1837	791	1722	912	2041	2942	3326	5200	2073	1752	2749	1690	3821	1753	835	2111	2807	2897	2250	2285	1334	463	354	1633	781	574	334	259	1387	1128	1149	849	573	765	832	487	1498	1096	7	8	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP131	3361	1697	1515	3542	3160	4035	4880	2589	2214	1887	2640	2429	5027	5747	2160	3143	2324	3941	3532	968	2249	2892	6563	1901	3092	3305	1648	2819	1206	3034	3880	3280	6968	3216	3913	3784	4566	7375	4468	1379	4246	4551	2898	5752	5164	3688	2157	1743	2806	1296	1035	837	454	3394	3626	3864	1800	1471	1330	1950	2068	3795	3366	18	8	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP264	246	149	114	204	353	239	1371	855	456	149	164	286	509	1029	216	281	110	314	509	562	378	883	2228	395	375	501	174	459	195	468	661	763	1609	235	410	383	302	1183	321	186	636	611	360	445	394	256	192	130	328	118	172	104	244	579	432	364	175	224	179	173	136	302	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP284	0	0	0	0	0	0	9	4	5	8	4	3	0	0	0	5	5	7	0	0	0	0	0	0	5	4	7	0	0	0	5	11	14	7	6	13	6	24	7	3	13	16	0	0	0	7	5	3	12	3	5	0	0	0	13	10	7	3	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP003	105	38	78	67	88	145	269	151	91	104	107	69	119	143	89	120	164	302	110	21	121	98	235	58	132	274	106	267	84	235	196	222	388	94	134	233	90	252	135	95	186	185	109	193	198	88	35	78	156	129	90	19	18	146	148	110	69	72	125	171	116	229	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP036	876	418	342	982	1208	1138	1070	579	537	690	902	755	1004	1761	563	1196	607	1363	1450	572	811	1092	2635	779	1050	1341	521	1475	604	1500	1975	1410	2890	884	1008	962	1551	4098	1865	356	1244	1648	1176	2138	1693	710	718	462	1224	404	454	288	189	983	1155	1291	701	476	500	615	575	1008	913	6	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP046	494	289	254	494	704	484	1909	830	362	379	307	544	372	992	195	499	327	661	614	317	550	466	1545	273	604	807	272	476	202	408	946	721	1273	385	502	560	382	1079	347	428	840	886	718	621	596	360	291	210	382	278	262	156	257	871	540	486	297	378	254	280	147	342	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP048	3503	1925	1575	1818	4069	3438	6494	5020	2439	2204	1909	3163	1817	4230	878	2452	1501	2526	2083	4266	1635	1834	5507	1229	2111	2168	950	2186	1066	2277	4476	5198	10587	2142	2796	2770	1723	7038	2785	1986	4701	4322	3884	3391	3297	1996	1461	981	2748	1280	1108	605	1828	3394	2597	3012	1572	1800	1226	1501	1043	2459	1871	17	15	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP005	6539	4279	2750	5527	9022	10294	15079	11096	5135	11033	8991	11421	9938	16546	5806	11627	8927	13200	11067	19543	10121	7941	21897	7846	14001	13248	5932	12108	6483	11812	19309	19236	35494	9769	12913	11302	10041	25505	16538	8484	20002	16775	14324	11787	10501	11111	6393	4937	12554	6447	4837	2535	3479	13695	7082	10307	6781	6482	6274	7091	4205	11923	8267	100	92	226	0	0	0	0	0	0	0	0	0	4	6	6	0	0	0
HAP051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP053	2485	1265	1098	4368	2787	5368	14618	8430	5626	1763	2407	2317	5699	6733	2264	3368	2846	4598	3154	396	2430	2514	6982	2251	4441	4717	1974	4164	1608	3232	6178	5500	7937	2390	2476	3061	4959	5431	7500	2495	4357	5712	4536	6898	6602	3668	1101	1388	3876	2338	2028	1106	521	2584	4884	3095	2437	3939	2408	2749	3420	4157	3367	24	25	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
