OTU,soupName,OTUsize,dilution,sample,readSpikeSum,inputDNA,added.lysis.buffer.ml.,WEIGHT.g.,period,lysis.batch,aliquot,lysisBufferFrac,FSL
OTU50,123545.M1.S1.F,12,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,3.72315414080042
OTU51,123545.M1.S1.F,9876,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,3064.15585787875
OTU517,123545.M1.S1.F,15,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,4.65394267600053
OTU537,123545.M1.S1.F,32,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,9.92841104213446
OTU538,123545.M1.S1.F,28,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,8.68735966186765
OTU539,123545.M1.S1.F,24,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,7.44630828160084
OTU54,123545.M1.S1.F,24,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,7.44630828160084
OTU548,123545.M1.S1.F,10,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,3.10262845066702
OTU55,123545.M1.S1.F,7,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,2.17183991546691
OTU56,123545.M1.S1.F,658,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,204.15295205389
OTU57,123545.M1.S1.F,21,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,6.51551974640074
OTU578,123545.M1.S1.F,22,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,6.82578259146744
OTU58,123545.M1.S1.F,6073,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,1884.22625809008
OTU59,123545.M1.S1.F,10055,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,3119.69290714569
OTU595,123545.M1.S1.F,27,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,8.37709681680095
OTU6,123545.M1.S1.F,456,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,141.479857350416
OTU610,123545.M1.S1.F,20,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,6.20525690133404
OTU628,123545.M1.S1.F,18,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,5.58473121120063
OTU631,123545.M1.S1.F,16,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,4.96420552106723
OTU635,123545.M1.S1.F,9,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,2.79236560560032
OTU64,123545.M1.S1.F,15,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,4.65394267600053
OTU646,123545.M1.S1.F,17,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,5.27446836613393
OTU65,123545.M1.S1.F,326,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,101.145687491745
OTU651,123545.M1.S1.F,13,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,4.03341698586712
OTU664,123545.M1.S1.F,21,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,6.51551974640074
OTU69,123545.M1.S1.F,24,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,7.44630828160084
OTU7,123545.M1.S1.F,37,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,11.479725267468
OTU71,123545.M1.S1.F,1738,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,539.236824725928
OTU718,123545.M1.S1.F,15,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,4.65394267600053
OTU729,123545.M1.S1.F,10,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,3.10262845066702
OTU73,123545.M1.S1.F,102,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,31.6468101968036
OTU74,123545.M1.S1.F,3318,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,1029.45211993132
OTU75,123545.M1.S1.F,9,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,2.79236560560032
OTU750,123545.M1.S1.F,10,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,3.10262845066702
OTU77,123545.M1.S1.F,2896,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,898.521199313169
OTU78,123545.M1.S1.F,7,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,2.17183991546691
OTU79,123545.M1.S1.F,3151,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,977.638224805178
OTU8,123545.M1.S1.F,198,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,61.432043323207
OTU80,123545.M1.S1.F,7170,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,2224.58459912825
OTU81,123545.M1.S1.F,300,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,93.0788535200106
OTU85,123545.M1.S1.F,925,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,286.993131686699
OTU88,123545.M1.S1.F,5066,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,1571.79157310791
OTU9,123545.M1.S1.F,162,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,50.2625809008057
OTU90,123545.M1.S1.F,4469,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,1386.56465460309
OTU95,123545.M1.S1.F,1696,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,526.205785233126
OTU96,123545.M1.S1.F,4563,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,1415.72936203936
OTU97,123545.M1.S1.F,3606,F,123545.M1.S1,94637.5,0.16,13.5,2.31,1,5,0.6,0.0444444444444444,1118.80781931053
OTU10,124031.M1.S1.A,223,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,4723.07678436181
OTU101,124031.M1.S1.A,18,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,381.234897392433
OTU102,124031.M1.S1.A,8,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,169.437732174415
OTU105,124031.M1.S1.A,12,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,254.156598261622
OTU108,124031.M1.S1.A,2190,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,46383.5791827461
OTU11,124031.M1.S1.A,182,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3854.70840696794
OTU112,124031.M1.S1.A,2836,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,60065.6760558301
OTU114,124031.M1.S1.A,9,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,190.617448696217
OTU124,124031.M1.S1.A,1422,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,30117.5568940022
OTU135,124031.M1.S1.A,178,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3769.98954088073
OTU14,124031.M1.S1.A,198554,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,4205317.43426984
OTU141,124031.M1.S1.A,8,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,169.437732174415
OTU143,124031.M1.S1.A,242,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,5125.49139827605
OTU144,124031.M1.S1.A,4793,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,101514.381288996
OTU145,124031.M1.S1.A,1167,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,24716.7291809428
OTU147,124031.M1.S1.A,458,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,9700.31016698525
OTU148,124031.M1.S1.A,1169,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,24759.0886139864
OTU15,124031.M1.S1.A,156,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3304.03577740109
OTU154,124031.M1.S1.A,1672,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,35412.4860244527
OTU159,124031.M1.S1.A,738,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,15630.6307930898
OTU160,124031.M1.S1.A,432,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,9149.6375374184
OTU172,124031.M1.S1.A,1620,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,34311.140765319
OTU176,124031.M1.S1.A,848,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,17960.399610488
OTU179,124031.M1.S1.A,201,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,4257.12302088217
OTU18,124031.M1.S1.A,40,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,847.188660872074
OTU182,124031.M1.S1.A,727,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,15397.6539113499
OTU183,124031.M1.S1.A,646,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,13682.096873084
OTU186,124031.M1.S1.A,149,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3155.77776174848
OTU189,124031.M1.S1.A,113,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,2393.30796696361
OTU194,124031.M1.S1.A,351,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,7434.08049915245
OTU198,124031.M1.S1.A,499,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,10568.6785443791
OTU201,124031.M1.S1.A,673,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,14253.9492191726
OTU203,124031.M1.S1.A,218,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,4617.1782017528
OTU21,124031.M1.S1.A,49,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1037.80610956829
OTU213,124031.M1.S1.A,246,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,5210.21026436326
OTU22,124031.M1.S1.A,118,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,2499.20654957262
OTU229,124031.M1.S1.A,203,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,4299.48245392578
OTU234,124031.M1.S1.A,512,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,10844.0148591625
OTU25,124031.M1.S1.A,102,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,2160.33108522379
OTU257,124031.M1.S1.A,443,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,9382.61441915822
OTU26,124031.M1.S1.A,37,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,783.649511306669
OTU28,124031.M1.S1.A,46,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,974.266960002885
OTU280,124031.M1.S1.A,118,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,2499.20654957262
OTU283,124031.M1.S1.A,297,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,6290.37580697515
OTU29,124031.M1.S1.A,28,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,593.032062610452
OTU3,124031.M1.S1.A,3378,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,71545.0824106467
OTU30,124031.M1.S1.A,64,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1355.50185739532
OTU301,124031.M1.S1.A,245,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,5189.03054784145
OTU306,124031.M1.S1.A,53,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1122.5249756555
OTU31,124031.M1.S1.A,63,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1334.32214087352
OTU312,124031.M1.S1.A,184,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3897.06784001154
OTU319,124031.M1.S1.A,276,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,5845.60176001731
OTU32,124031.M1.S1.A,60,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1270.78299130811
OTU33,124031.M1.S1.A,42,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,889.548093915678
OTU342,124031.M1.S1.A,211,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,4468.92018610019
OTU347,124031.M1.S1.A,151,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3198.13719479208
OTU351,124031.M1.S1.A,150,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3176.95747827028
OTU36,124031.M1.S1.A,147,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3113.41832870487
OTU365,124031.M1.S1.A,175,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3706.45039131532
OTU366,124031.M1.S1.A,130,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,2753.36314783424
OTU37,124031.M1.S1.A,37,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,783.649511306669
OTU38,124031.M1.S1.A,44306,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,938388.520214953
OTU382,124031.M1.S1.A,134,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,2838.08201392145
OTU397,124031.M1.S1.A,68,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1440.22072348253
OTU4,124031.M1.S1.A,720279,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,15255305.0366069
OTU407,124031.M1.S1.A,159,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3367.57492696649
OTU41,124031.M1.S1.A,31915,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,675950.652793306
OTU425,124031.M1.S1.A,7,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,148.258015652613
OTU43,124031.M1.S1.A,52,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1101.3452591337
OTU438,124031.M1.S1.A,171,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3621.73152522812
OTU44,124031.M1.S1.A,1031,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,21836.2877339777
OTU45,124031.M1.S1.A,67,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1419.04100696072
OTU462,124031.M1.S1.A,29,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,614.211779132254
OTU48,124031.M1.S1.A,17,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,360.055180870631
OTU49,124031.M1.S1.A,9219,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,195255.806614491
OTU499,124031.M1.S1.A,22,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,465.953763479641
OTU5,124031.M1.S1.A,292,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,6184.47722436614
OTU50,124031.M1.S1.A,16,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,338.87546434883
OTU502,124031.M1.S1.A,84,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1779.09618783136
OTU517,124031.M1.S1.A,69,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1461.40044000433
OTU54,124031.M1.S1.A,13,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,275.336314783424
OTU547,124031.M1.S1.A,75,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1588.47873913514
OTU55,124031.M1.S1.A,17,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,360.055180870631
OTU555,124031.M1.S1.A,92,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1948.53392000577
OTU57,124031.M1.S1.A,11,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,232.97688173982
OTU579,124031.M1.S1.A,47,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,995.446676524687
OTU6,124031.M1.S1.A,205,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,4341.84188696938
OTU610,124031.M1.S1.A,9,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,190.617448696217
OTU62,124031.M1.S1.A,50,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,1058.98582609009
OTU63,124031.M1.S1.A,10965,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,232235.591661557
OTU659,124031.M1.S1.A,95,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,2012.07306957118
OTU66,124031.M1.S1.A,6108,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,129365.708515166
OTU687,124031.M1.S1.A,11,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,232.97688173982
OTU699,124031.M1.S1.A,25,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,529.492913045046
OTU7,124031.M1.S1.A,15367,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,325468.703790529
OTU70,124031.M1.S1.A,142,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3007.51974609586
OTU71,124031.M1.S1.A,14858,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,314688.228080932
OTU73,124031.M1.S1.A,180,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3812.34897392433
OTU75,124031.M1.S1.A,14,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,296.516031305226
OTU761,124031.M1.S1.A,27,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,571.85234608865
OTU78,124031.M1.S1.A,17,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,360.055180870631
OTU784,124031.M1.S1.A,12,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,254.156598261622
OTU8,124031.M1.S1.A,146,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,3092.23861218307
OTU80,124031.M1.S1.A,1108,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,23467.1259061565
OTU86,124031.M1.S1.A,650,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,13766.8157391712
OTU9,124031.M1.S1.A,348,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,7370.54134958705
OTU93,124031.M1.S1.A,5895,A,124031.M1.S1,1540.38888888889,1,15,NA,1,2,0.6,0.04,124854.428896022
OTU10,124031.M1.S1.B,211,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,2471.42330015757
OTU101,124031.M1.S1.B,18,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,210.832319444721
OTU1061,124031.M1.S1.B,15,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,175.693599537268
OTU108,124031.M1.S1.B,2453,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,28731.7599776612
OTU11,124031.M1.S1.B,241,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,2822.8104992321
OTU110,124031.M1.S1.B,8,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,93.7032530865429
OTU112,124031.M1.S1.B,4268,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,49990.6855216706
OTU1214,124031.M1.S1.B,11,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,128.841972993996
OTU124,124031.M1.S1.B,1902,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,22277.9484213256
OTU135,124031.M1.S1.B,298,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,3490.44617747372
OTU14,124031.M1.S1.B,201429,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,2359319.07074616
OTU141,124031.M1.S1.B,8,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,93.7032530865429
OTU143,124031.M1.S1.B,335,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,3923.82372299898
OTU144,124031.M1.S1.B,6227,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,72936.2696212378
OTU145,124031.M1.S1.B,1521,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,17815.330993079
OTU147,124031.M1.S1.B,542,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,6348.39539661328
OTU148,124031.M1.S1.B,2032,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,23800.6262839819
OTU15,124031.M1.S1.B,160,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,1874.06506173086
OTU150,124031.M1.S1.B,10,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,117.129066358179
OTU154,124031.M1.S1.B,2374,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,27806.4403534316
OTU159,124031.M1.S1.B,1372,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,16070.1079043421
OTU160,124031.M1.S1.B,1109,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,12989.613459122
OTU172,124031.M1.S1.B,2043,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,23929.4682569759
OTU176,124031.M1.S1.B,1050,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,12298.5519676088
OTU179,124031.M1.S1.B,384,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,4497.75614815406
OTU18,124031.M1.S1.B,78,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,913.606717593793
OTU182,124031.M1.S1.B,1166,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,13657.2491373636
OTU183,124031.M1.S1.B,988,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,11572.351756188
OTU186,124031.M1.S1.B,280,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,3279.613858029
OTU189,124031.M1.S1.B,212,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,2483.13620679339
OTU194,124031.M1.S1.B,764,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,8948.66066976484
OTU198,124031.M1.S1.B,565,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,6617.79224923709
OTU201,124031.M1.S1.B,812,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,9510.8801882841
OTU203,124031.M1.S1.B,383,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,4486.04324151824
OTU21,124031.M1.S1.B,60,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,702.774398149072
OTU213,124031.M1.S1.B,305,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,3572.43652392445
OTU22,124031.M1.S1.B,56,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,655.9227716058
OTU229,124031.M1.S1.B,393,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,4603.17230787642
OTU234,124031.M1.S1.B,663,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,7765.65709954724
OTU25,124031.M1.S1.B,72,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,843.329277778886
OTU257,124031.M1.S1.B,491,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,5751.03715818657
OTU26,124031.M1.S1.B,72,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,843.329277778886
OTU28,124031.M1.S1.B,57,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,667.635678241618
OTU280,124031.M1.S1.B,142,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,1663.23274228614
OTU283,124031.M1.S1.B,506,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,5926.73075772384
OTU29,124031.M1.S1.B,92,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,1077.58741049524
OTU3,124031.M1.S1.B,5078,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,59478.1398966831
OTU30,124031.M1.S1.B,193,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,2260.59098071285
OTU301,124031.M1.S1.B,392,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,4591.4594012406
OTU306,124031.M1.S1.B,98,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,1147.86485031015
OTU31,124031.M1.S1.B,69,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,808.190557871432
OTU312,124031.M1.S1.B,279,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,3267.90095139318
OTU319,124031.M1.S1.B,293,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,3431.88164429463
OTU32,124031.M1.S1.B,72,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,843.329277778886
OTU33,124031.M1.S1.B,53,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,620.784051698347
OTU342,124031.M1.S1.B,294,B,124031.M1.S1,2785.38888888889,0.7,15,NA,1,2,0.6,0.04,3443.59455093045
